Part;Value;Device;Footprint Name;Detailed Description;Link;Manuf Part Number;Datasheet URL;Description;Manufacturer;DigiKey Part Number;Pricing;Stock;Package/Footprint
PWR1:5VBOOST1:C1;GRM033R70J103JA01D;GRM033R70J103JA01D;CAPC0603X33N;;https://www.digikey.ca/en/products/detail/murata-electronics/GRM033R70J103JA01D/7595460;GRM033R70J103JA01D;https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM033R70J103JA01-01.pdf;CAP CER 10000PF 6.3V X7R 0201;Murata Electronics;490-16599-1-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.17, 'unit_price': 0.017}, {'break_quantity': 50, 'total_price': 0.55, 'unit_price': 0.011}, {'break_quantity': 100, 'total_price': 0.93, 'unit_price': 0.0093}, {'break_quantity': 500, 'total_price': 3.22, 'unit_price': 0.00644}, {'break_quantity': 1000, 'total_price': 5.56, 'unit_price': 0.00556}, {'break_quantity': 2500, 'total_price': 11.6, 'unit_price': 0.00464}, {'break_quantity': 5000, 'total_price': 20.45, 'unit_price': 0.00409}];146400;0201 (0603 Metric)
PWR1:5VBOOST1:C3;22 uF;CL21A226KQCLRNC;CAPC2012X135N;;https://www.digikey.ca/en/products/detail/samsung-electro-mechanics/CL21A226KQCLRNC/5961171;CL21A226KQCLRNC;//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6808/1276_MLCC_Datasheet.pdf;CAP CER 22UF 6.3V X5R 0805;Samsung Electro-Mechanics;1276-6687-1-ND;[{'break_quantity': 1, 'total_price': 0.13, 'unit_price': 0.13}, {'break_quantity': 10, 'total_price': 0.74, 'unit_price': 0.074}, {'break_quantity': 50, 'total_price': 2.58, 'unit_price': 0.0516}, {'break_quantity': 100, 'total_price': 4.48, 'unit_price': 0.0448}, {'break_quantity': 500, 'total_price': 16.68, 'unit_price': 0.03336}, {'break_quantity': 1000, 'total_price': 29.86, 'unit_price': 0.02986}];1077810;0805 (2012 Metric)
PWR1:5VBOOST1:C4;22 uF;CL21A226KQCLRNC;CAPC2012X135N;;https://www.digikey.ca/en/products/detail/samsung-electro-mechanics/CL21A226KQCLRNC/5961171;CL21A226KQCLRNC;//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6808/1276_MLCC_Datasheet.pdf;CAP CER 22UF 6.3V X5R 0805;Samsung Electro-Mechanics;1276-6687-1-ND;[{'break_quantity': 1, 'total_price': 0.13, 'unit_price': 0.13}, {'break_quantity': 10, 'total_price': 0.74, 'unit_price': 0.074}, {'break_quantity': 50, 'total_price': 2.58, 'unit_price': 0.0516}, {'break_quantity': 100, 'total_price': 4.48, 'unit_price': 0.0448}, {'break_quantity': 500, 'total_price': 16.68, 'unit_price': 0.03336}, {'break_quantity': 1000, 'total_price': 29.86, 'unit_price': 0.02986}];1077810;0805 (2012 Metric)
PWR1:5VBOOST1:L1;P3519R-102JIND_P3519R_API;P3519R-102JIND_P3519R_API;IND_P3519R_API;;https://www.digikey.ca/en/products/detail/delevan/P3519R-102J/4895139?s=N4IgjCBcoMxaBjKAzAhgGwM4FMA0IB7KAbRACYBWABjnzADYAOAFhDrBggF18AHAFyggAyvwBOASwB2AcxABfOgE5GS%2BCCSQ0WPIRIgqILovJVGAdnWbtOfEUikwAAgCtACSN9BkEAFUpEvwA8sgAstiomACuYtgK%2BGRmjOoCQv6BIeGRMXH4UUIAgmwgALbSQmTxIAC0ldAaUOJRuvakFEYm1fRWjWLNdvq05B0mdaTSACZRCPwEYh1AA;P3519R-102J;https://www.delevan.com/-/media/Project/Altramotion/shared/files/Literature/brand/Delevan/pdf/powerinductor/surfacemount/shielded/p3519.pdf;FIXED IND 1UH 3A 33 MOHM SMD;Delevan;P3519R-102JCT-ND;[{'break_quantity': 1, 'total_price': 2.84, 'unit_price': 2.84}, {'break_quantity': 10, 'total_price': 23.36, 'unit_price': 2.336}];99;Nonstandard
PWR1:5VBOOST1:R3;1M;RNCF0603BKC1M00;RESC1508X55N;;https://www.digikey.ca/en/products/detail/stackpole-electronics-inc/RNCF0603BKC1M00/6260857;RNCF0603BKC1M00;https://www.seielect.com/catalog/SEI-RNCF.pdf;RES SMD 1M OHM 0.1% 1/10W 0603;Stackpole Electronics Inc;RNCF0603BKC1M00CT-ND;[{'break_quantity': 1, 'total_price': 0.11, 'unit_price': 0.11}, {'break_quantity': 10, 'total_price': 0.84, 'unit_price': 0.084}, {'break_quantity': 25, 'total_price': 1.97, 'unit_price': 0.0788}, {'break_quantity': 50, 'total_price': 3.76, 'unit_price': 0.0752}, {'break_quantity': 100, 'total_price': 6.98, 'unit_price': 0.0698}, {'break_quantity': 250, 'total_price': 16.51, 'unit_price': 0.06604}];7470;0603 (1608 Metric)
PWR1:5VBOOST1:U3;TPS61232DRCT;TPS61232DRCT;VREG_V62/16624-01YE;;https://www.digikey.ca/en/products/detail/texas-instruments/TPS61232DRCT/4924051;TPS61232DRCT;https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps61232;IC REG BOOST 5V 5A 10VSON;Texas Instruments;296-37990-1-ND;[{'break_quantity': 1, 'total_price': 3.26, 'unit_price': 3.26}, {'break_quantity': 10, 'total_price': 24.45, 'unit_price': 2.445}, {'break_quantity': 25, 'total_price': 56.05, 'unit_price': 2.242}, {'break_quantity': 100, 'total_price': 201.87, 'unit_price': 2.0187}];1108;10-VFDFN Exposed Pad
PWR1:9VINVBSTBCK1:C7;4.7 uF (6.3V);CL10B475KQ8NQNCCAP_CL10_SAM;CAP_CL10_SAM;;https://www.digikey.ca/en/products/detail/samsung-electro-mechanics/CL10B475KQ8NQNC/3887745;CL10B475KQ8NQNC;//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/658/CL10B475KQ8NQNC_Spec.pdf;CAP CER 4.7UF 6.3V X7R 0603;Samsung Electro-Mechanics;1276-2087-1-ND;[{'break_quantity': 1, 'total_price': 0.13, 'unit_price': 0.13}, {'break_quantity': 10, 'total_price': 0.75, 'unit_price': 0.075}, {'break_quantity': 50, 'total_price': 2.64, 'unit_price': 0.0528}, {'break_quantity': 100, 'total_price': 4.58, 'unit_price': 0.0458}, {'break_quantity': 500, 'total_price': 17.09, 'unit_price': 0.03418}, {'break_quantity': 1000, 'total_price': 30.61, 'unit_price': 0.03061}];70859;0603 (1608 Metric)
PWR1:9VINVBSTBCK1:C8;4.7 uF (6.3V);CL10B475KQ8NQNCCAP_CL10_SAM;CAP_CL10_SAM;;https://www.digikey.ca/en/products/detail/samsung-electro-mechanics/CL10B475KQ8NQNC/3887745;CL10B475KQ8NQNC;//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/658/CL10B475KQ8NQNC_Spec.pdf;CAP CER 4.7UF 6.3V X7R 0603;Samsung Electro-Mechanics;1276-2087-1-ND;[{'break_quantity': 1, 'total_price': 0.13, 'unit_price': 0.13}, {'break_quantity': 10, 'total_price': 0.75, 'unit_price': 0.075}, {'break_quantity': 50, 'total_price': 2.64, 'unit_price': 0.0528}, {'break_quantity': 100, 'total_price': 4.58, 'unit_price': 0.0458}, {'break_quantity': 500, 'total_price': 17.09, 'unit_price': 0.03418}, {'break_quantity': 1000, 'total_price': 30.61, 'unit_price': 0.03061}];70859;0603 (1608 Metric)
PWR1:9VINVBSTBCK1:C9;10 nF (16V);KGM05AR71C103JH0402_AVX;0402_AVX;;https://www.digikey.ca/en/products/detail/kyocera-avx/KGM05AR71C103JH/1116188;KGM05AR71C103JH;https://datasheets.kyocera-avx.com/KGM_X7R.pdf;CAP CER 10000PF 16V X7R 0402;KYOCERA AVX;478-KGM05AR71C103JHCT-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.31, 'unit_price': 0.031}, {'break_quantity': 50, 'total_price': 1.05, 'unit_price': 0.021}, {'break_quantity': 100, 'total_price': 1.8, 'unit_price': 0.018}, {'break_quantity': 500, 'total_price': 6.4, 'unit_price': 0.0128}, {'break_quantity': 1000, 'total_price': 11.21, 'unit_price': 0.01121}, {'break_quantity': 2500, 'total_price': 23.875, 'unit_price': 0.00955}, {'break_quantity': 5000, 'total_price': 42.75, 'unit_price': 0.00855}];461164;0402 (1005 Metric)
PWR1:9VINVBSTBCK1:C10;4.7 nF (50V);C0603C472F5GACTU;CAPC1608X87N;;https://www.digikey.ca/en/products/detail/kemet/C0603C472F5GACTU/2200828;C0603C472F5GACTU;https://search.kemet.com/download/datasheet/C0603C472F5GAC7867;CAP CER 4700PF 50V C0G/NP0 0603;KEMET;399-C0603C472F5GACTUCT-ND;[{'break_quantity': 1, 'total_price': 1.29, 'unit_price': 1.29}, {'break_quantity': 10, 'total_price': 7.87, 'unit_price': 0.787}, {'break_quantity': 50, 'total_price': 32.04, 'unit_price': 0.6408}, {'break_quantity': 100, 'total_price': 56.28, 'unit_price': 0.5628}, {'break_quantity': 500, 'total_price': 259.09, 'unit_price': 0.51818}, {'break_quantity': 1000, 'total_price': 489.66, 'unit_price': 0.48966}];19664;0603 (1608 Metric)
PWR1:9VINVBSTBCK1:C11;22 uF (25V);CL32B226KAJNNNE;ANTC3225X280N;;https://www.digikey.ca/en/products/detail/samsung-electro-mechanics/CL32B226KAJNNNE/3889050;CL32B226KAJNNNE;//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/797/CL32B226KAJNNNE_Spec.pdf;CAP CER 22UF 25V X7R 1210;Samsung Electro-Mechanics;1276-3392-1-ND;[{'break_quantity': 1, 'total_price': 0.56, 'unit_price': 0.56}, {'break_quantity': 10, 'total_price': 3.46, 'unit_price': 0.346}, {'break_quantity': 50, 'total_price': 13.03, 'unit_price': 0.2606}, {'break_quantity': 100, 'total_price': 23.36, 'unit_price': 0.2336}, {'break_quantity': 500, 'total_price': 95.21, 'unit_price': 0.19042}];333455;1210 (3225 Metric)
PWR1:9VINVBSTBCK1:C12;6.8 pF (16V);885012005024_6.3V(DC);WCAP-CSGP_0402;;https://www.digikey.ca/en/products/detail/würth-elektronik/885012005024/5453295;885012005024;https://www.we-online.com/components/products/datasheet/885012005024.pdf;CAP CER 6.8PF 16V C0G/NP0 0402;Würth Elektronik;732-7440-1-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.2, 'unit_price': 0.02}, {'break_quantity': 50, 'total_price': 0.68, 'unit_price': 0.0136}, {'break_quantity': 100, 'total_price': 1.14, 'unit_price': 0.0114}, {'break_quantity': 500, 'total_price': 3.98, 'unit_price': 0.00796}, {'break_quantity': 1000, 'total_price': 6.91, 'unit_price': 0.00691}, {'break_quantity': 2500, 'total_price': 14.5, 'unit_price': 0.0058}, {'break_quantity': 5000, 'total_price': 25.65, 'unit_price': 0.00513}];2446;0402 (1005 Metric)
PWR1:9VINVBSTBCK1:C13;220 nF (6.3V);C0402C224K9PACTU;CAPC1005X55N;;https://www.digikey.ca/en/products/detail/kemet/C0402C224K9PACTU/1090791 C0402C224K9PACTU;C0402C224K9PACTU;https://search.kemet.com/download/datasheet/C0402C224K9PAC7867;CAP CER 0.22UF 6.3V X5R 0402;KEMET;399-4886-1-ND;[{'break_quantity': 1, 'total_price': 0.08, 'unit_price': 0.08}, {'break_quantity': 10, 'total_price': 0.35, 'unit_price': 0.035}, {'break_quantity': 50, 'total_price': 0.96, 'unit_price': 0.0192}, {'break_quantity': 100, 'total_price': 0.37, 'unit_price': 0.0037}];490120;0402 (1005 Metric)
PWR1:9VINVBSTBCK1:C14;7.5 pF (25V);GJM0335C1E7R5BB01D;CAPC0603X33N;;https://www.digikey.ca/en/products/detail/murata-electronics/GJM0335C1E7R5BB01D/11618872;GJM0335C1E7R5BB01D;https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1E7R5BB01-01.pdf;CAP CER 7.5PF 25V C0G/NP0 0201;Murata Electronics;490-GJM0335C1E7R5BB01DCT-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.38, 'unit_price': 0.038}, {'break_quantity': 50, 'total_price': 1.29, 'unit_price': 0.0258}, {'break_quantity': 100, 'total_price': 2.21, 'unit_price': 0.0221}, {'break_quantity': 500, 'total_price': 7.95, 'unit_price': 0.0159}, {'break_quantity': 1000, 'total_price': 13.76, 'unit_price': 0.01376}, {'break_quantity': 2500, 'total_price': 30.0, 'unit_price': 0.012}, {'break_quantity': 5000, 'total_price': 54.0, 'unit_price': 0.0108}];4697;0201 (0603 Metric)
PWR1:9VINVBSTBCK1:C15;22 uF (25V);CL32B226KAJNNNE;ANTC3225X280N;;https://www.digikey.ca/en/products/detail/samsung-electro-mechanics/CL32B226KAJNNNE/3889050;CL32B226KAJNNNE;//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/797/CL32B226KAJNNNE_Spec.pdf;CAP CER 22UF 25V X7R 1210;Samsung Electro-Mechanics;1276-3392-1-ND;[{'break_quantity': 1, 'total_price': 0.56, 'unit_price': 0.56}, {'break_quantity': 10, 'total_price': 3.46, 'unit_price': 0.346}, {'break_quantity': 50, 'total_price': 13.03, 'unit_price': 0.2606}, {'break_quantity': 100, 'total_price': 23.36, 'unit_price': 0.2336}, {'break_quantity': 500, 'total_price': 95.21, 'unit_price': 0.19042}];333455;1210 (3225 Metric)
PWR1:9VINVBSTBCK1:L2;4.7 uH;WE-PD_7332;WE-PD_7332;;https://www.digikey.ca/en/products/detail/samsung-electro-mechanics/CL10B475KQ8NQNC/3887745;CL10B475KQ8NQNC;//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/658/CL10B475KQ8NQNC_Spec.pdf;CAP CER 4.7UF 6.3V X7R 0603;Samsung Electro-Mechanics;1276-2087-1-ND;[{'break_quantity': 1, 'total_price': 0.13, 'unit_price': 0.13}, {'break_quantity': 10, 'total_price': 0.75, 'unit_price': 0.075}, {'break_quantity': 50, 'total_price': 2.64, 'unit_price': 0.0528}, {'break_quantity': 100, 'total_price': 4.58, 'unit_price': 0.0458}, {'break_quantity': 500, 'total_price': 17.09, 'unit_price': 0.03418}, {'break_quantity': 1000, 'total_price': 30.61, 'unit_price': 0.03061}];70859;0603 (1608 Metric)
PWR1:9VINVBSTBCK1:L3;4.7 uH;WE-PD_7332;WE-PD_7332;;https://www.digikey.ca/en/products/detail/samsung-electro-mechanics/CL10B475KQ8NQNC/3887745;CL10B475KQ8NQNC;//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/658/CL10B475KQ8NQNC_Spec.pdf;CAP CER 4.7UF 6.3V X7R 0603;Samsung Electro-Mechanics;1276-2087-1-ND;[{'break_quantity': 1, 'total_price': 0.13, 'unit_price': 0.13}, {'break_quantity': 10, 'total_price': 0.75, 'unit_price': 0.075}, {'break_quantity': 50, 'total_price': 2.64, 'unit_price': 0.0528}, {'break_quantity': 100, 'total_price': 4.58, 'unit_price': 0.0458}, {'break_quantity': 500, 'total_price': 17.09, 'unit_price': 0.03418}, {'break_quantity': 1000, 'total_price': 30.61, 'unit_price': 0.03061}];70859;0603 (1608 Metric)
PWR1:9VINVBSTBCK1:R4;300;HRG3216P-3000-B-T1;RESC3216X55N;;https://www.digikey.ca/en/products/detail/susumu/HRG3216P-3000-B-T1/5763336?s=N4IgjCBcoExaBjKAzAhgGwM4FMA0IB7KAbXBjHIE4QBdfABwBcoQBlRgJwEsA7AcxABffAGZ4IJJDRY8hEiADsIiHRBMW7bvyH4wlABzVoElBhz4ikUgAZawkDGv6ArOMnTzcqyBHXrAAgB5AAsAW0xaBmZIEABVHi5GQOQAWWxUTABXDmwdEABaOGNJTkzZS1JXGnt8gDY3KFLy%2BTFq%2ByLSTFCAE38czC5MRgIOOyA;HRG3216P-3000-B-T1;https://www.susumu.co.jp/common/pdf/n_catalog_partition24_en.pdf;RES SMD 300 OHM 0.1% 1W 1206;Susumu;408-HRG3216P-3000-B-T1CT-ND;[{'break_quantity': 1, 'total_price': 0.85, 'unit_price': 0.85}, {'break_quantity': 10, 'total_price': 7.05, 'unit_price': 0.705}, {'break_quantity': 25, 'total_price': 16.34, 'unit_price': 0.6536}, {'break_quantity': 50, 'total_price': 30.9, 'unit_price': 0.618}, {'break_quantity': 100, 'total_price': 58.5, 'unit_price': 0.585}, {'break_quantity': 250, 'total_price': 136.47, 'unit_price': 0.54588}, {'break_quantity': 500, 'total_price': 259.77, 'unit_price': 0.51954}];1089;1206 (3216 Metric)
PWR1:9VINVBSTBCK1:R5;130K;ERA6AEB134V;RES_ERA6AEB134V;;https://www.digikey.ca/en/products/detail/panasonic-electronic-components/ERA-6AEB134V/1465800;ERA-6AEB134V;https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf;RES SMD 130K OHM 0.1% 1/8W 0805;Panasonic Electronic Components;10-ERA-6AEB134VCT-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.61, 'unit_price': 0.061}, {'break_quantity': 25, 'total_price': 1.43, 'unit_price': 0.0572}, {'break_quantity': 50, 'total_price': 2.7, 'unit_price': 0.054}, {'break_quantity': 100, 'total_price': 5.1, 'unit_price': 0.051}, {'break_quantity': 250, 'total_price': 11.82, 'unit_price': 0.04728}, {'break_quantity': 500, 'total_price': 22.37, 'unit_price': 0.04474}, {'break_quantity': 1000, 'total_price': 42.39, 'unit_price': 0.04239}];223019;0805 (2012 Metric)
PWR1:9VINVBSTBCK1:R6;835K;RN73H1JTTD8353F25RES_RN73H_1J_KOA;RES_RN73H_1J_KOA;;https://www.digikey.ca/en/products/detail/koa-speer-electronics-inc/RN73H1JTTD8353F25/10684912?s=N4IgjCBcpgnAHLKoDGUBmBDANgZwKYA0IA9lANogAMIAugL7EBMV8ArMiAA4AuUIAVQB2ASx4B5dAFl8mXAFcATvhDF5-ANbiAFgFtcqkLpFD%2B8AMw1iuzAA8zAFhqMQAWiac0kHovlFSFCAcDMSuAGyeUD5%2BxGSQlOaGHgwuHvEgyrgiuDwkinT0QA;RN73H1JTTD8353F25;https://www.koaspeer.com/pdfs/RN73H.pdf;RES 835K OHM 1% 1/10W 0603;KOA Speer Electronics, Inc.;2019-RN73H1JTTD8353F25CT-ND;[{'break_quantity': 1, 'total_price': 0.12, 'unit_price': 0.12}, {'break_quantity': 10, 'total_price': 1.03, 'unit_price': 0.103}, {'break_quantity': 25, 'total_price': 2.38, 'unit_price': 0.0952}, {'break_quantity': 50, 'total_price': 4.49, 'unit_price': 0.0898}, {'break_quantity': 100, 'total_price': 8.49, 'unit_price': 0.0849}, {'break_quantity': 250, 'total_price': 19.7, 'unit_price': 0.0788}, {'break_quantity': 500, 'total_price': 37.31, 'unit_price': 0.07462}, {'break_quantity': 1000, 'total_price': 70.8, 'unit_price': 0.0708}];3041;0603 (1608 Metric)
PWR1:9VINVBSTBCK1:R7;120k;ERA6AEB124V;RES_ERA6AEB124V;;https://www.digikey.ca/en/products/detail/panasonic-electronic-components/ERA-6AEB124V/1465799;ERA-6AEB124V;https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf;RES SMD 120K OHM 0.1% 1/8W 0805;Panasonic Electronic Components;P120KDACT-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.61, 'unit_price': 0.061}, {'break_quantity': 25, 'total_price': 1.43, 'unit_price': 0.0572}, {'break_quantity': 50, 'total_price': 2.7, 'unit_price': 0.054}, {'break_quantity': 100, 'total_price': 5.1, 'unit_price': 0.051}, {'break_quantity': 250, 'total_price': 11.82, 'unit_price': 0.04728}, {'break_quantity': 500, 'total_price': 22.37, 'unit_price': 0.04474}, {'break_quantity': 1000, 'total_price': 42.39, 'unit_price': 0.04239}];29092;0805 (2012 Metric)
PWR1:9VINVBSTBCK1:R8;900K;RT1206BRE07900KL;RESC3116X65N;;https://www.digikey.ca/en/products/detail/yageo/RT1206BRE07900KL/5936985;RT1206BRE07900KL;https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rt_1-to-0.01_rohs_l.pdf;RES SMD 900K OHM 0.1% 1/4W 1206;YAGEO;13-RT1206BRE07900KLCT-ND;[{'break_quantity': 1, 'total_price': 0.41, 'unit_price': 0.41}, {'break_quantity': 10, 'total_price': 2.06, 'unit_price': 0.206}, {'break_quantity': 25, 'total_price': 5.0, 'unit_price': 0.2}, {'break_quantity': 50, 'total_price': 9.69, 'unit_price': 0.1938}, {'break_quantity': 100, 'total_price': 16.98, 'unit_price': 0.1698}, {'break_quantity': 250, 'total_price': 36.46, 'unit_price': 0.14584}, {'break_quantity': 500, 'total_price': 64.26, 'unit_price': 0.12852}];1840;1206 (3216 Metric)
PWR1:9VINVBSTBCK1:U$1;RAF040P01TCL;RAF040P01TCL;TRANS_RAF040_ROM;;https://www.digikey.ca/en/products/detail/rohm-semiconductor/RAF040P01TCL/4004542;RAF040P01TCL;https://www.rohm.com/datasheet?p=RAF040P01&dist=Digi-key&media=referral&source=digi-key.com&campaign=Digi-key;MOSFET P-CH 12V 4A TUMT3;Rohm Semiconductor;RAF040P01TCLCT-ND;[{'break_quantity': 1, 'total_price': 0.82, 'unit_price': 0.82}, {'break_quantity': 10, 'total_price': 5.07, 'unit_price': 0.507}, {'break_quantity': 100, 'total_price': 32.82, 'unit_price': 0.3282}, {'break_quantity': 500, 'total_price': 125.42, 'unit_price': 0.25084}, {'break_quantity': 1000, 'total_price': 225.92, 'unit_price': 0.22592}];11645;3-SMD, Flat Leads
PWR1:9VINVBSTBCK1:U4;TPS65130RGER;TPS65130RGER;QFN50P400X400X100-25N;;https://www.digikey.ca/en/products/detail/texas-instruments/TPS65130RGER/660211;TPS65130RGER;https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps65130;IC REG BUCK BOOST ADJ DL 24VQFN;Texas Instruments;296-17080-1-ND;[{'break_quantity': 1, 'total_price': 3.28, 'unit_price': 3.28}, {'break_quantity': 10, 'total_price': 24.63, 'unit_price': 2.463}, {'break_quantity': 25, 'total_price': 56.47, 'unit_price': 2.2588}, {'break_quantity': 100, 'total_price': 203.39, 'unit_price': 2.0339}, {'break_quantity': 250, 'total_price': 481.66, 'unit_price': 1.92664}, {'break_quantity': 500, 'total_price': 931.01, 'unit_price': 1.86202}, {'break_quantity': 1000, 'total_price': 1808.82, 'unit_price': 1.80882}];4122;24-VFQFN Exposed Pad
PWR1:9VINVBSTBCK1:U5;MBRM120ET1GDO-216AA_ONS;MBRM120ET1GDO-216AA_ONS;DO-216AA_ONS;;https://www.digikey.ca/en/products/detail/onsemi/MBRM120ET1G/1477266?s=N4IgjCBcpgnAHLKoDGUBmBDANgZwKYA0IA9lANogAMIAugL7EBMTAbEtCGpFnkaRXBUABAFaAgsIACwpiIBqdYgAcALlBABhEgFdl2fABMAqgDsAlqoDy6ALL5MuHQCd8IRiAC0rZFyirnHX4ySEomEGIAZjoPT3DObgCg4hDKAFYYj3jKWwAhACVbMDkYoA;MBRM120ET1G;https://www.onsemi.com/pdf/datasheet/mbrm120e-d.pdf;DIODE SCHOTTKY 20V 1A POWERMITE;onsemi;MBRM120ET1GOSCT-ND;[{'break_quantity': 1, 'total_price': 0.75, 'unit_price': 0.75}, {'break_quantity': 10, 'total_price': 4.76, 'unit_price': 0.476}, {'break_quantity': 100, 'total_price': 40.83, 'unit_price': 0.4083}, {'break_quantity': 500, 'total_price': 157.34, 'unit_price': 0.31468}, {'break_quantity': 1000, 'total_price': 284.52, 'unit_price': 0.28452}];472;DO-216AA
PWR1:9VINVBSTBCK1:U6;MBRM120ET1GDO-216AA_ONS;MBRM120ET1GDO-216AA_ONS;DO-216AA_ONS;;https://www.digikey.ca/en/products/detail/onsemi/MBRM120ET1G/1477266?s=N4IgjCBcpgnAHLKoDGUBmBDANgZwKYA0IA9lANogAMIAugL7EBMTAbEtCGpFnkaRXBUABAFaAgsIACwpiIBqdYgAcALlBABhEgFdl2fABMAqgDsAlqoDy6ALL5MuHQCd8IRiAC0rZFyirnHX4ySEomEGIAZjoPT3DObgCg4hDKAFYYj3jKWwAhACVbMDkYoA;MBRM120ET1G;https://www.onsemi.com/pdf/datasheet/mbrm120e-d.pdf;DIODE SCHOTTKY 20V 1A POWERMITE;onsemi;MBRM120ET1GOSCT-ND;[{'break_quantity': 1, 'total_price': 0.75, 'unit_price': 0.75}, {'break_quantity': 10, 'total_price': 4.76, 'unit_price': 0.476}, {'break_quantity': 100, 'total_price': 40.83, 'unit_price': 0.4083}, {'break_quantity': 500, 'total_price': 157.34, 'unit_price': 0.31468}, {'break_quantity': 1000, 'total_price': 284.52, 'unit_price': 0.28452}];472;DO-216AA
PWR1:BAT1:1S-1C-LIPO;;BATTERYLIPO-TABS;LIPO-110-TABS;Battery - Single Cell;;;;;;;;;
PWR1:BAT1:C2;0.1 uF;GRM033C70J104KE14D;CAPC0603X33N;;https://www.digikey.ca/en/products/detail/murata-electronics/GRM033C70J104KE14D/8323487;GRM033C70J104KE14D;https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM033C70J104KE14-01A.pdf;CAP CER 0.1UF 6.3V X7S 0201;Murata Electronics;490-17675-1-ND;[{'break_quantity': 1, 'total_price': 0.08, 'unit_price': 0.08}, {'break_quantity': 10, 'total_price': 0.05, 'unit_price': 0.005}, {'break_quantity': 50, 'total_price': 0.22, 'unit_price': 0.0044}];121203;0201 (0603 Metric)
PWR1:BAT1:LED1;LTST-C170GKTLED_LTST-C170GKT_LTO;LTST-C170GKTLED_LTST-C170GKT_LTO;LED_LTST-C170GKT_LTO;;https://www.digikey.ca/en/products/detail/liteon/LTST-C170GKT/269226;LTST-C170GKT;//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/895/LTST-C170GKT.pdf;LED GREEN CLEAR SMD;Lite-On Inc.;160-1179-1-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.66, 'unit_price': 0.066}, {'break_quantity': 100, 'total_price': 4.53, 'unit_price': 0.0453}, {'break_quantity': 500, 'total_price': 17.76, 'unit_price': 0.03552}, {'break_quantity': 1000, 'total_price': 32.24, 'unit_price': 0.03224}];1260040;0805 (2012 Metric)
PWR1:BAT1:R1;2.2K;CRG0805F2K2;RESC2012X65N;;https://www.digikey.ca/en/products/detail/te-connectivity-passive-product/CRG0805F2K2/2135487;CRG0805F2K2;https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773204&DocType=Data%20Sheet&DocLang=English&DocFormat=pdf&PartCntxt=4-1622826-1;RES SMD 2.2K OHM 1% 1/8W 0805;TE Connectivity Passive Product;A106060CT-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.35, 'unit_price': 0.035}, {'break_quantity': 25, 'total_price': 0.66, 'unit_price': 0.0264}, {'break_quantity': 50, 'total_price': 1.08, 'unit_price': 0.0216}, {'break_quantity': 100, 'total_price': 1.79, 'unit_price': 0.0179}, {'break_quantity': 250, 'total_price': 3.35, 'unit_price': 0.0134}, {'break_quantity': 500, 'total_price': 5.99, 'unit_price': 0.01198}, {'break_quantity': 1000, 'total_price': 9.52, 'unit_price': 0.00952}];248340;0805 (2012 Metric)
